Stkcd	Accper	Typrep	Fn02301	Fn02302	Fn02303	Fn02304	Fn02305	Fn02308	Fn02309	Fn02306	Fn02307	Fnother
000060	2013-12-31	1	1	侧面复合金属带材技术开发	4532058.3000		4532058.3000	4532058.3000			CNY	
000060	2013-12-31	1	1	金属粉类及浆类	4106812.8100	4516604.1000	8623416.9100	8623416.9100			CNY	
000060	2013-12-31	1	1	合计	14283121.8200	5536780.3800	19819902.2000	19819902.2000			CNY	
000061	2015-12-31	1	1	农残快筛自动化液体工作站	797797.6300		797797.6300		797797.6300		CNY	
000061	2015-12-31	1	1	改良的QuEChERS方法快速检测多种类基质中的农药多残留的研究	127121.0000	1650.0000	128771.0000		128771.0000		CNY	
000061	2015-12-31	1	1	合计	924918.6300	1650.0000	926568.6300		926568.6300		CNY	
000061	2014-12-31	1	1	农残快筛自动化液体工作站	598183.5100	199614.1200				797797.6300	CNY	
000061	2014-12-31	1	1	改良的QuEChERS方法快速检测多种类基质中的农药多残留的研究		127121.0000				127121.0000	CNY	
000061	2014-12-31	1	1	合计	598183.5100	326735.1200				924918.6300	CNY	
000063	2016-12-31	1	1	手机产品	13174000.0000	72574000.0000	36207000.0000	108000.0000	36099000.0000	49541000.0000	CNY	
000063	2016-12-31	1	1	系统产品	776641000.0000	1398647000.0000	858939000.0000	23766000.0000	835173000.0000	1316349000.0000	CNY	
000063	2016-12-31	1	1	合计	789815000.0000	1471221000.0000	895146000.0000	23874000.0000	871272000.0000	1365890000.0000	CNY	
000063	2015-12-31	1	1	手机产品	61604000.0000	84687000.0000	133117000.0000	62105000.0000	71012000.0000	13174000.0000	CNY	
000063	2015-12-31	1	1	系统产品	1516963000.0000	901574000.0000	1641896000.0000	103247000.0000	1538649000.0000	776641000.0000	CNY	
000063	2015-12-31	1	1	合计	1578567000.0000	986261000.0000	1775013000.0000	165352000.0000	1609661000.0000	789815000.0000	CNY	
000063	2014-12-31	1	1	手机产品	289356000.0000	139395000.0000	123548000.0000	123548000.0000		305203000.0000	CNY	
000063	2014-12-31	1	1	系统产品	2642792000.0000	1152755000.0000	617245000.0000	617245000.0000		3178302000.0000	CNY	
000063	2014-12-31	1	1	合计	2932148000.0000	1292150000.0000	740793000.0000	740793000.0000		3483505000.0000	CNY	
000063	2013-12-31	1	1	手机产品	291077000.0000	96989000.0000	98710000.0000	98710000.0000		289356000.0000	CNY	
000063	2013-12-31	1	1	系统产品	2155857000.0000	934039000.0000	447104000.0000	447104000.0000		2642792000.0000	CNY	
000063	2013-12-31	1	1	合计	2446934000.0000	1031028000.0000	545814000.0000	545814000.0000		2932148000.0000	CNY	2013年开发支出占研究开发项目支出总额的比例为12.3%（2012年：9.1%）。
000078	2016-12-31	1	1	NAT-A05鸢尾	213047.2300					213047.2300	CNY	
000078	2016-12-31	1	1	NAT-A08蔗蜡	329836.8500					329836.8500	CNY	
000078	2016-12-31	1	1	NATA07（海参）	9585174.0500					9585174.0500	CNY	
000078	2016-12-31	1	1	虎杖苷	24803077.2100	6139314.3500				30942391.5600	CNY	
000078	2016-12-31	1	1	雷替曲塞	2869071.1900		2869071.1900				CNY	其中本期减少包括：其他2,869,071.19。
000078	2016-12-31	1	1	NATAO3-艾纳香	4077287.2300	237487.0700				4314774.3000	CNY	
000078	2016-12-31	1	1	净固片（F01）	674294.2100	20449.0500				694743.2600	CNY	
000078	2016-12-31	1	1	苍术	1308624.0200					1308624.0200	CNY	
000078	2016-12-31	1	1	NEP012（阿比特龙）	972889.1200	176237.5800				1149126.7000	CNY	
000078	2016-12-31	1	1	NEP001（阿德福韦酯片）	343398.3800		343398.3800				CNY	其中本期减少包括：其他343,398.38。
000078	2016-12-31	1	1	胸腺肽	16365601.7700		16365601.7700				CNY	其中本期减少包括：其他16,365,601.7 7。
000078	2016-12-31	1	1	卡培他滨片		50659.7000				50659.7000	CNY	
000078	2016-12-31	1	1	维生素B2片		301886.7800				301886.7800	CNY	
000078	2016-12-31	1	1	维生素B6片		301886.7800				301886.7800	CNY	
000078	2016-12-31	1	1	阿司匹林肠溶片		332128.8700				332128.8700	CNY	
000078	2016-12-31	1	1	盐酸雷尼替丁胶囊		332188.6700				332188.6700	CNY	
000078	2016-12-31	1	1	叶酸片		301886.7900				301886.7900	CNY	
000078	2016-12-31	1	1	碳酸氢钠片		301886.7800				301886.7800	CNY	
000078	2016-12-31	1	1	维生素C片		301886.7800				301886.7800	CNY	
000078	2016-12-31	1	1	地塞米松片		330188.6700				330188.6700	CNY	
000078	2016-12-31	1	1	甲硝唑片		141509.4300				141509.4300	CNY	
000078	2016-12-31	1	1	诺氟沙星胶囊		332188.6700				332188.6700	CNY	
000078	2016-12-31	1	1	阿莫西林胶囊		617207.5200				617207.5200	CNY	
000078	2016-12-31	1	1	口服补液盐散		301886.7800				301886.7800	CNY	
000078	2016-12-31	1	1	复方甘草片		2912.6200				2912.6200	CNY	
000078	2016-12-31	1	1	合计	61542301.2600	10523792.8900	19578071.3400			52488022.8100	CNY	本公司在取得国家药监局《临床试验批件》之前（含取得《临床试验批件》之时点）所从事的工作为研究阶段，该阶段所发生的支出全部费用化，计入当期损益；取得国家药监局《临床试验批件》之后所从事的工作为开发阶段，该阶段所发生的支出在符合上述开发阶段资本化的条件时予以资本化，否则其所发生的支出全部计入当期损益。如果确实无法区分应归属于取得国家药监局《临床试验批件》之前或之后发生的支出，则将其发生的支出全部费用化，计入当期损益。2016年11月，本公司之子公司深圳海王医药科技研究院有限公司与深圳海王药业有限公司签订项目技
000078	2015-12-31	1	1	NAT-A05鸢尾研发	213047.2300	213047.2300	213047.2300			213047.2300	CNY	本期减少包括其他213，047.23。
000078	2015-12-31	1	1	培美曲塞二钠研发	1866568.3300	35456.6100	1902024.9400				CNY	本期减少包括其他1，902，024.94。
000078	2015-12-31	1	1	NAT-A08蔗蜡研发	329836.8500	329836.8500	329836.8500			329836.8500	CNY	本期减少包括其他329，836.85。
000078	2015-12-31	1	1	NATA07（海参）研发	7775944.8600	10021902.6000	8212673.4100			9585174.0500	CNY	本期增加金额包括内部开发支出436，728.55，其他9，585，174.05。本期减少包括其他8，212，673.41。
000078	2015-12-31	1	1	帕诺司琼研发	4653404.8500	339928.1500	4993333.0000				CNY	本期减少包括其他4，993，333.00。
000078	2015-12-31	1	1	虎杖苷研发	21167420.7000	27182478.6100	23546822.1000			24803077.2100	CNY	本期增加金额包括内部开发支出2，775，282.25，其他24，407，196.36。本期减少包括其他23，546，822.10。
000078	2015-12-31	1	1	雷替曲塞研发	2869071.1900	2869071.1900	2869071.1900			2869071.1900	CNY	本期减少包括其他2869071.1900。
000078	2015-12-31	1	1	艾纳香研发	3761009.4100	4232043.7900	3915765.9700			4077287.2300	CNY	本期增加金额包括内部开发支出164，952.00，其他4，067，091.79。本期减少包括其他3，915，765.97。
000078	2015-12-31	1	1	净固痔疮方（F01）研发	541488.6100	776572.7600	643767.1600			674294.2100	CNY	本期增加金额包括内部开发支出119，117.19，其他657，455.57。本期减少包括其他657，455.57。
000078	2015-12-31	1	1	苍术研发	1308624.0200	1308624.0200	1308624.0200			1308624.0200	CNY	本期减少包括其他1308624.0200。
000078	2015-12-31	1	1	NEP012（普拉克索）阿比特龙	972889.1200	972889.1200	972889.1200			972889.1200	CNY	本期减少包括其他972，889.12。
000078	2015-12-31	1	1	阿德福韦酯片研发	343398.3800	343398.3800	343398.3800			343398.3800	CNY	本期减少包括其他343，398.38。
000078	2015-12-31	1	1	胸腺肽目研发	10277663.9000	6087937.8700				16365601.7700	CNY	
000078	2015-12-31	1	1	合计	56080367.4500	54713187.1800	49251253.3700			61542301.2600	CNY	
000078	2014-12-31	1	1	海王药业替吉奥片研发	7496456.2700	121911.8000	7618368.0700		7618368.0700		CNY	本期替吉奥片项目已取得国家颁发的《药品注册批件》，故本公司将其结转至无形资产。
000078	2014-12-31	1	1	海王药业NAT-A05鸢尾研发	213047.2300					213047.2300	CNY	
000078	2014-12-31	1	1	海王药业培美曲塞二钠研发	1496142.7100	370425.6200				1866568.3300	CNY	
000078	2014-12-31	1	1	海王药业NAT-A08蔗蜡研发	329836.8500					329836.8500	CNY	
000078	2014-12-31	1	1	海王药业NATA07（海参）研发	5844527.1000	1931417.7600				7775944.8600	CNY	
000078	2014-12-31	1	1	海王药业帕诺司琼研发	3916785.4200	736619.4300				4653404.8500	CNY	
000078	2014-12-31	1	1	海王药业虎杖苷研发	16533130.6700	4634290.0300				21167420.7000	CNY	
000078	2014-12-31	1	1	海王药业雷替曲塞研发	2869071.1900					2869071.1900	CNY	
000078	2014-12-31	1	1	海王药业艾纳香研发	2674320.5000	1086688.9100				3761009.4100	CNY	
000078	2014-12-31	1	1	海王药业净固痔疮方（F01）研发	468977.6900	72510.9200				541488.6100	CNY	
000078	2014-12-31	1	1	海王药业苍术研发	1308624.0200					1308624.0200	CNY	
000078	2014-12-31	1	1	海王药业NEP012（普拉克索）阿比特龙	801765.5600	171123.5600				972889.1200	CNY	
000078	2014-12-31	1	1	海王药业阿德福韦酯片研发		343398.3800				343398.3800	CNY	
000078	2014-12-31	1	1	胸腺肽目研发	7207452.4900	3070211.4100				10277663.9000	CNY	
000078	2014-12-31	1	1	合计	51160137.7000	12538597.8200	7618368.0700		7618368.0700	56080367.4500	CNY	公司研发项目资本化的说明：本公司在取得国家药监局《临床试验批件》之前（含取得《临床试验批件》之时点）所从事的工作为研究阶段，该阶段所发生的支出全部费用化，计入当期损益；取得国家药监局《临床试验批件》之后所从事的工作为开发阶段，该阶段所发生的支出在符合上述开发阶段资本化的条件时予以资本化，否则其所发生的支出全部计入当期损益。如果确实无法区分应归属于取得国家药监局《临床试验批件》之前或之后发生的支出，则将其发生的支出全部费用化，计入当期损益。
000078	2013-12-31	1	1	海王药业替吉奥片研发	7046796.0300	449660.2400				7496456.2700	CNY	
000078	2013-12-31	1	1	海王药业胸腺肽目研发	3168331.4600	8093769.8700	4054648.8400	4054648.8400		7207452.4900	CNY	
000078	2013-12-31	1	1	海王药业NAT-A05鸢尾研发	213047.2300					213047.2300	CNY	
000078	2013-12-31	1	1	海王药业培美曲塞二钠研发	5880085.1700	939933.1300	5323875.5900		5323875.5900	1496142.7100	CNY	
000078	2013-12-31	1	1	海王药业NAT-A08蔗蜡研发	329836.8500					329836.8500	CNY	
000078	2013-12-31	1	1	海王药业NATA07（海参）研发	5522757.4900	321769.6100				5844527.1000	CNY	
000078	2013-12-31	1	1	海王药业帕诺司琼研发	3326786.2500	589999.1700				3916785.4200	CNY	
000078	2013-12-31	1	1	海王药业虎杖苷研发	10074258.2300	6458872.4400				16533130.6700	CNY	
000078	2013-12-31	1	1	海王药业雷替曲塞研发	2869071.1900					2869071.1900	CNY	
000078	2013-12-31	1	1	海王药业艾纳香研发	2265379.3300	408941.1700				2674320.5000	CNY	
000078	2013-12-31	1	1	海王药业净固痔疮方（F01）研发	401435.1300	67542.5600				468977.6900	CNY	
000078	2013-12-31	1	1	海王药业苍术研发	1292323.3700	16300.6500				1308624.0200	CNY	
000078	2013-12-31	1	1	海王药业NEP012（普拉克索）阿比特龙		801765.5600				801765.5600	CNY	
000078	2013-12-31	1	1	海王英特龙干扰素乳膏研发	600312.5700		600312.5700	600312.5700			CNY	
000078	2013-12-31	1	1	海王英特龙干扰素含片研发	230127.6400		230127.6400	230127.6400			CNY	
000078	2013-12-31	1	1	海王英特龙白介素水针研发	59919.5000		59919.5000	59919.5000			CNY	
000078	2013-12-31	1	1	合计	43280467.4400	18148554.4000	10268884.1400	4945008.5500	5323875.5900	51160137.7000	CNY	本期开发支出占本期研究开发项目支出总额的比例23.85%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例1.65%。公司开发项目的说明，包括本期发生的单项价值在100万元以上且以评估值为入账依据的，应披露评估机构名称、评估方法。公司研发项目资本化的说明：本公司在取得国家药监局《临床试验批件》之前（含取得《临床试验批件》之时点）所从事的工作为研究阶段，该阶段所发生的支出全部费用化，计入当期损益；取得国家药监局《临床试验批件》之后所从事的工作为开发阶段，该阶段所发生的支出在符合上述开发阶段资本化的
000100	2016-12-31	1	1	手机产品	862007000.0000					801805000.0000	CNY	
000100	2016-12-31	1	1	液晶面板产品	269767000.0000					317458000.0000	CNY	
000100	2016-12-31	1	1	其他	45461000.0000					38629000.0000	CNY	
000100	2016-12-31	1	1	合计	1177235000.0000					1157892000.0000	CNY	
000100	2015-12-31	1	1	手机产品	698384000.0000					862007000.0000	CNY	
000100	2015-12-31	1	1	液晶面板产品	318622000.0000					269767000.0000	CNY	
000100	2015-12-31	1	1	其他	31366000.0000					45461000.0000	CNY	
000100	2015-12-31	1	1	合计	1048372000.0000					1177235000.0000	CNY	
000100	2014-12-31	1	1	手机产品	485917000.0000					698384000.0000	CNY	
000100	2014-12-31	1	1	液晶面板产品	138807000.0000					318622000.0000	CNY	
000100	2014-12-31	1	1	其他	17340000.0000					31366000.0000	CNY	
000100	2014-12-31	1	1	合计	642064000.0000					1048372000.0000	CNY	
000100	2013-12-31	1	1	手机产品	458244000.0000	27673000.0000				485917000.0000	CNY	
000100	2013-12-31	1	1	液晶面板产品	43294000.0000	95513000.0000				138807000.0000	CNY	
000100	2013-12-31	1	1	其他	7039000.0000	10301000.0000				17340000.0000	CNY	
000100	2013-12-31	1	1	合计	508577000.0000	133487000.0000				642064000.0000	CNY	
000153	2016-12-31	1	1	原料药	1155400.6600	6033915.9200	4518083.9000	4518083.9000		2671232.6800	CNY	
000153	2016-12-31	1	1	无菌制剂	12316051.9800	15387219.9100	20872120.1600	14505290.0500		6831151.7300	CNY	其中本期减少包括：其他6,366,830.11。
000153	2016-12-31	1	1	非无菌制剂	2994585.6300	5549739.8100	5247188.1200	5247188.1200		3297137.3200	CNY	
000153	2016-12-31	1	1	药用辅料	128275.0400	205191.0500	221248.8000	221248.8000		112217.2900	CNY	
000153	2016-12-31	1	1	中药配方颗粒		117621.6500	117621.6500	117621.6500			CNY	
000153	2016-12-31	1	1	药用包装材料		1900652.9200	1900652.9200	1900652.9200			CNY	
000153	2016-12-31	1	1	技术改进项目	893518.3500	4087608.8600	3944344.2500	3944344.2500		1036782.9600	CNY	
000153	2016-12-31	1	1	一致性评价项目		658800.3000				658800.3000	CNY	
000153	2016-12-31	1	1	其他类研究项目	276336.0000	1472172.0400	1357864.5000	1357864.5000		390643.5400	CNY	
000153	2016-12-31	1	1	合计	17764167.6600	35412922.4600	38179124.3000	31812294.1900		14997965.8200	CNY	本期开发支出占本期研究开发项目支出总额的比例为10.17%。其他减少为子公司安徽丰原中人药业有限公司（以下简称中人药业）顺铂缓释体植入药物项目减少，由于本期出售中人药业，导致顺铂缓释体植入药物项目相应减少。
000153	2015-12-31	1	1	羟乙基淀粉项目	1740000.0000	704402.5700	704402.5700	704402.5700		1740000.0000	CNY	
000153	2015-12-31	1	1	人重组白细胞介素-12药物		2502100.0000				2502100.0000	CNY	
000153	2015-12-31	1	1	顺铂缓释体植入药物	6155988.9300	650314.5800	439473.4000	439473.4000		6366830.1100	CNY	
000153	2015-12-31	1	1	头孢呋辛酯项目	100095.2500		95.2500	95.2500		100000.0000	CNY	
000153	2015-12-31	1	1	帕瑞昔布钠原料药项目	93104.6500	3496617.9800	3129141.4800	3129141.4800		460581.1500	CNY	
000153	2015-12-31	1	1	阿托伐他汀钙及片剂	1636319.3300	131375.8200	545210.3400	545210.3400		1222484.8100	CNY	
000153	2015-12-31	1	1	注射用丙氨瑞林缓释微球	70696.9400					70696.9400	CNY	
000153	2015-12-31	1	1	奥美拉唑肠溶胶囊	793518.3500					793518.3500	CNY	
000153	2015-12-31	1	1	达比加群酯及胶囊剂	489536.7000	1244414.9400	657427.5400	657427.5400		1076524.1000	CNY	
